dataset,check_type,column,key_value,row_index,reason,original_value,timestamp
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07815,20564,"Negative volume (-28.55 L) — likely return/reversal. Tagged for aggregation, not dropped.",-28.550239700080432,2026-05-16T00:21:30.934487
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_15238,20614,"Negative volume (-41.52 L) — likely return/reversal. Tagged for aggregation, not dropped.",-41.51775757191409,2026-05-16T00:21:30.934505
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07262,21984,"Negative volume (-23.58 L) — likely return/reversal. Tagged for aggregation, not dropped.",-23.58107434503873,2026-05-16T00:21:30.934522
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_02758,22111,"Negative volume (-49.44 L) — likely return/reversal. Tagged for aggregation, not dropped.",-49.43867692524582,2026-05-16T00:21:30.934538
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_11275,22893,"Negative volume (-7.74 L) — likely return/reversal. Tagged for aggregation, not dropped.",-7.741905211215882,2026-05-16T00:21:30.934555
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07860,23558,"Negative volume (-25.06 L) — likely return/reversal. Tagged for aggregation, not dropped.",-25.061744159733692,2026-05-16T00:21:30.934571
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_11454,25116,"Negative volume (-40.60 L) — likely return/reversal. Tagged for aggregation, not dropped.",-40.59654888358972,2026-05-16T00:21:30.934587
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_18823,25131,"Negative volume (-23.62 L) — likely return/reversal. Tagged for aggregation, not dropped.",-23.618683242924636,2026-05-16T00:21:30.934603
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_08300,25196,"Negative volume (-29.55 L) — likely return/reversal. Tagged for aggregation, not dropped.",-29.549227248950515,2026-05-16T00:21:30.934619
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07671,25462,"Negative volume (-30.67 L) — likely return/reversal. Tagged for aggregation, not dropped.",-30.671286882833208,2026-05-16T00:21:30.934635
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_17771,25566,"Negative volume (-45.76 L) — likely return/reversal. Tagged for aggregation, not dropped.",-45.761248643433944,2026-05-16T00:21:30.934651
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_15878,25723,"Negative volume (-8.89 L) — likely return/reversal. Tagged for aggregation, not dropped.",-8.888244379924318,2026-05-16T00:21:30.934667
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_08131,27010,"Negative volume (-59.68 L) — likely return/reversal. Tagged for aggregation, not dropped.",-59.67541476956837,2026-05-16T00:21:30.934682
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_18388,28248,"Negative volume (-12.93 L) — likely return/reversal. Tagged for aggregation, not dropped.",-12.92708007117036,2026-05-16T00:21:30.934698
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16115,29201,"Negative volume (-7.27 L) — likely return/reversal. Tagged for aggregation, not dropped.",-7.27222700587607,2026-05-16T00:21:30.934714
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_15717,29430,"Negative volume (-107.90 L) — likely return/reversal. Tagged for aggregation, not dropped.",-107.8959451169521,2026-05-16T00:21:30.934730
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_11524,29523,"Negative volume (-16.93 L) — likely return/reversal. Tagged for aggregation, not dropped.",-16.930009899550814,2026-05-16T00:21:30.934746
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_15420,29612,"Negative volume (-8.11 L) — likely return/reversal. Tagged for aggregation, not dropped.",-8.105561062755356,2026-05-16T00:21:30.934769
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_03207,30962,"Negative volume (-17.52 L) — likely return/reversal. Tagged for aggregation, not dropped.",-17.518280145989245,2026-05-16T00:21:30.934785
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_02591,31613,"Negative volume (-25.30 L) — likely return/reversal. Tagged for aggregation, not dropped.",-25.29921635758205,2026-05-16T00:21:30.934802
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16802,31835,"Negative volume (-2.80 L) — likely return/reversal. Tagged for aggregation, not dropped.",-2.7975377440024793,2026-05-16T00:21:30.934818
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12742,32819,"Negative volume (-32.34 L) — likely return/reversal. Tagged for aggregation, not dropped.",-32.33937755596731,2026-05-16T00:21:30.934834
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_09436,32907,"Negative volume (-8.55 L) — likely return/reversal. Tagged for aggregation, not dropped.",-8.548077558087675,2026-05-16T00:21:30.934850
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_19634,33327,"Negative volume (-636.52 L) — likely return/reversal. Tagged for aggregation, not dropped.",-636.5242414868507,2026-05-16T00:21:30.934866
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07600,33959,"Negative volume (-304.69 L) — likely return/reversal. Tagged for aggregation, not dropped.",-304.6891465231471,2026-05-16T00:21:30.934882
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06509,35386,"Negative volume (-16.36 L) — likely return/reversal. Tagged for aggregation, not dropped.",-16.357271993569615,2026-05-16T00:21:30.934897
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00815,35592,"Negative volume (-49.08 L) — likely return/reversal. Tagged for aggregation, not dropped.",-49.07506257640792,2026-05-16T00:21:30.934914
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_09043,36194,"Negative volume (-130.53 L) — likely return/reversal. Tagged for aggregation, not dropped.",-130.5349735662288,2026-05-16T00:21:30.934930
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12459,36288,"Negative volume (-20.63 L) — likely return/reversal. Tagged for aggregation, not dropped.",-20.630541928399342,2026-05-16T00:21:30.934946
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12372,36529,"Negative volume (-56.27 L) — likely return/reversal. Tagged for aggregation, not dropped.",-56.271047308339426,2026-05-16T00:21:30.934962
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16848,37479,"Negative volume (-24.51 L) — likely return/reversal. Tagged for aggregation, not dropped.",-24.51473746019565,2026-05-16T00:21:30.934977
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_04860,37932,"Negative volume (-18.67 L) — likely return/reversal. Tagged for aggregation, not dropped.",-18.671317560804397,2026-05-16T00:21:30.934993
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_14714,38520,"Negative volume (-125.08 L) — likely return/reversal. Tagged for aggregation, not dropped.",-125.07821515573052,2026-05-16T00:21:30.935009
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00190,39212,"Negative volume (-19.21 L) — likely return/reversal. Tagged for aggregation, not dropped.",-19.206957087864,2026-05-16T00:21:30.935025
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_01624,39252,"Negative volume (-174.78 L) — likely return/reversal. Tagged for aggregation, not dropped.",-174.7790421844671,2026-05-16T00:21:30.935040
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12949,39278,"Negative volume (-260.41 L) — likely return/reversal. Tagged for aggregation, not dropped.",-260.4099678736558,2026-05-16T00:21:30.935056
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06255,40611,"Negative volume (-31.53 L) — likely return/reversal. Tagged for aggregation, not dropped.",-31.52772788165861,2026-05-16T00:21:30.935072
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07547,41537,"Negative volume (-7.53 L) — likely return/reversal. Tagged for aggregation, not dropped.",-7.531757330918073,2026-05-16T00:21:30.935088
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_10370,42763,"Negative volume (-32.81 L) — likely return/reversal. Tagged for aggregation, not dropped.",-32.81299259815745,2026-05-16T00:21:30.935103
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_04414,42890,"Negative volume (-59.66 L) — likely return/reversal. Tagged for aggregation, not dropped.",-59.659773932728285,2026-05-16T00:21:30.935119
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00539,43076,"Negative volume (-30.73 L) — likely return/reversal. Tagged for aggregation, not dropped.",-30.731703416715433,2026-05-16T00:21:30.935135
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_09521,43120,"Negative volume (-7.09 L) — likely return/reversal. Tagged for aggregation, not dropped.",-7.087186650320411,2026-05-16T00:21:30.935151
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06406,43975,"Negative volume (-39.69 L) — likely return/reversal. Tagged for aggregation, not dropped.",-39.685437985158266,2026-05-16T00:21:30.935167
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_01771,44147,"Negative volume (-17.18 L) — likely return/reversal. Tagged for aggregation, not dropped.",-17.175193990593584,2026-05-16T00:21:30.935185
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_04666,44949,"Negative volume (-4.83 L) — likely return/reversal. Tagged for aggregation, not dropped.",-4.827936377453425,2026-05-16T00:21:30.935203
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_01848,44998,"Negative volume (-19.62 L) — likely return/reversal. Tagged for aggregation, not dropped.",-19.62226668711178,2026-05-16T00:21:30.935220
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_02063,45015,"Negative volume (-7.19 L) — likely return/reversal. Tagged for aggregation, not dropped.",-7.187428347103488,2026-05-16T00:21:30.935236
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_09070,45475,"Negative volume (-30.26 L) — likely return/reversal. Tagged for aggregation, not dropped.",-30.2580036007475,2026-05-16T00:21:30.935252
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_19355,45560,"Negative volume (-37.56 L) — likely return/reversal. Tagged for aggregation, not dropped.",-37.56295234038616,2026-05-16T00:21:30.935268
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_08614,45686,"Negative volume (-46.29 L) — likely return/reversal. Tagged for aggregation, not dropped.",-46.28722235707411,2026-05-16T00:21:30.935284
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_18611,45943,"Negative volume (-5.33 L) — likely return/reversal. Tagged for aggregation, not dropped.",-5.325499412876281,2026-05-16T00:21:30.935300
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12141,46454,"Negative volume (-956.44 L) — likely return/reversal. Tagged for aggregation, not dropped.",-956.4407948464004,2026-05-16T00:21:30.935315
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_04558,46683,"Negative volume (-6.76 L) — likely return/reversal. Tagged for aggregation, not dropped.",-6.761554449093515,2026-05-16T00:21:30.935331
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_19481,47354,"Negative volume (-121.81 L) — likely return/reversal. Tagged for aggregation, not dropped.",-121.8119035957098,2026-05-16T00:21:30.935347
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_19758,47727,"Negative volume (-23.05 L) — likely return/reversal. Tagged for aggregation, not dropped.",-23.049015554472938,2026-05-16T00:21:30.935362
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_15415,47841,"Negative volume (-32.29 L) — likely return/reversal. Tagged for aggregation, not dropped.",-32.28777453676793,2026-05-16T00:21:30.935378
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_05156,50151,"Negative volume (-80.48 L) — likely return/reversal. Tagged for aggregation, not dropped.",-80.47538257271098,2026-05-16T00:21:30.935394
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_09983,50306,"Negative volume (-4.68 L) — likely return/reversal. Tagged for aggregation, not dropped.",-4.675247651829805,2026-05-16T00:21:30.935410
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07266,50463,"Negative volume (-28.98 L) — likely return/reversal. Tagged for aggregation, not dropped.",-28.978518237874283,2026-05-16T00:21:30.935425
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06979,50472,"Negative volume (-3.36 L) — likely return/reversal. Tagged for aggregation, not dropped.",-3.3620773878783816,2026-05-16T00:21:30.935441
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12393,50497,"Negative volume (-14.97 L) — likely return/reversal. Tagged for aggregation, not dropped.",-14.974393842342716,2026-05-16T00:21:30.935457
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_13414,50604,"Negative volume (-67.20 L) — likely return/reversal. Tagged for aggregation, not dropped.",-67.19631537886038,2026-05-16T00:21:30.935472
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_05971,51676,"Negative volume (-8.01 L) — likely return/reversal. Tagged for aggregation, not dropped.",-8.00868098460267,2026-05-16T00:21:30.935488
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_05692,53045,"Negative volume (-92.41 L) — likely return/reversal. Tagged for aggregation, not dropped.",-92.40738408155885,2026-05-16T00:21:30.935504
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_02459,53272,"Negative volume (-127.19 L) — likely return/reversal. Tagged for aggregation, not dropped.",-127.19043888552706,2026-05-16T00:21:30.935519
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_02874,53414,"Negative volume (-6.04 L) — likely return/reversal. Tagged for aggregation, not dropped.",-6.0357703453777365,2026-05-16T00:21:30.935537
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00324,53417,"Negative volume (-14.08 L) — likely return/reversal. Tagged for aggregation, not dropped.",-14.078498274810686,2026-05-16T00:21:30.935553
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_17457,54120,"Negative volume (-20.13 L) — likely return/reversal. Tagged for aggregation, not dropped.",-20.130382648129867,2026-05-16T00:21:30.935568
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_08300,54535,"Negative volume (-15.58 L) — likely return/reversal. Tagged for aggregation, not dropped.",-15.58482295771173,2026-05-16T00:21:30.935582
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_17868,54632,"Negative volume (-11.06 L) — likely return/reversal. Tagged for aggregation, not dropped.",-11.055094831269631,2026-05-16T00:21:30.935598
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_17476,55320,"Negative volume (-7.78 L) — likely return/reversal. Tagged for aggregation, not dropped.",-7.784892347409242,2026-05-16T00:21:30.935612
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_09053,55869,"Negative volume (-24.62 L) — likely return/reversal. Tagged for aggregation, not dropped.",-24.623595819296128,2026-05-16T00:21:30.935628
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_13991,56167,"Negative volume (-8.89 L) — likely return/reversal. Tagged for aggregation, not dropped.",-8.886566351458212,2026-05-16T00:21:30.935643
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_10544,56402,"Negative volume (-10.08 L) — likely return/reversal. Tagged for aggregation, not dropped.",-10.077604573002176,2026-05-16T00:21:30.935658
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12941,58015,"Negative volume (-31.47 L) — likely return/reversal. Tagged for aggregation, not dropped.",-31.474687165534775,2026-05-16T00:21:30.935673
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_09635,58193,"Negative volume (-13.00 L) — likely return/reversal. Tagged for aggregation, not dropped.",-12.997413309562326,2026-05-16T00:21:30.935689
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_19954,58663,"Negative volume (-113.00 L) — likely return/reversal. Tagged for aggregation, not dropped.",-113.00473181936071,2026-05-16T00:21:30.935705
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_11198,60195,"Negative volume (-117.03 L) — likely return/reversal. Tagged for aggregation, not dropped.",-117.0250283572201,2026-05-16T00:21:30.935720
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_04121,61375,"Negative volume (-13.81 L) — likely return/reversal. Tagged for aggregation, not dropped.",-13.813226498275425,2026-05-16T00:21:30.935735
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_17334,61836,"Negative volume (-28.01 L) — likely return/reversal. Tagged for aggregation, not dropped.",-28.008422070909823,2026-05-16T00:21:30.935751
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06006,62561,"Negative volume (-11.38 L) — likely return/reversal. Tagged for aggregation, not dropped.",-11.37815870858309,2026-05-16T00:21:30.935767
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06699,62650,"Negative volume (-125.84 L) — likely return/reversal. Tagged for aggregation, not dropped.",-125.84356564093422,2026-05-16T00:21:30.935783
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_13917,63031,"Negative volume (-125.21 L) — likely return/reversal. Tagged for aggregation, not dropped.",-125.211740706518,2026-05-16T00:21:30.935799
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16088,63926,"Negative volume (-21.93 L) — likely return/reversal. Tagged for aggregation, not dropped.",-21.934942811180985,2026-05-16T00:21:30.935815
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00320,64828,"Negative volume (-15.54 L) — likely return/reversal. Tagged for aggregation, not dropped.",-15.539112942179234,2026-05-16T00:21:30.935830
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16424,65130,"Negative volume (-33.30 L) — likely return/reversal. Tagged for aggregation, not dropped.",-33.29892628268008,2026-05-16T00:21:30.935846
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_10326,65361,"Negative volume (-5.90 L) — likely return/reversal. Tagged for aggregation, not dropped.",-5.8995563576778185,2026-05-16T00:21:30.935861
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_14392,66141,"Negative volume (-59.90 L) — likely return/reversal. Tagged for aggregation, not dropped.",-59.90186130148509,2026-05-16T00:21:30.936006
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_09158,66311,"Negative volume (-20.18 L) — likely return/reversal. Tagged for aggregation, not dropped.",-20.180057755925596,2026-05-16T00:21:30.936042
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_14615,66330,"Negative volume (-27.78 L) — likely return/reversal. Tagged for aggregation, not dropped.",-27.782849786860197,2026-05-16T00:21:30.936065
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00122,66828,"Negative volume (-62.79 L) — likely return/reversal. Tagged for aggregation, not dropped.",-62.786571433963026,2026-05-16T00:21:30.936085
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_11560,67001,"Negative volume (-9.46 L) — likely return/reversal. Tagged for aggregation, not dropped.",-9.460005558903784,2026-05-16T00:21:30.936103
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07765,68209,"Negative volume (-32.63 L) — likely return/reversal. Tagged for aggregation, not dropped.",-32.62657863770669,2026-05-16T00:21:30.936120
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_15673,68849,"Negative volume (-89.13 L) — likely return/reversal. Tagged for aggregation, not dropped.",-89.12663789019025,2026-05-16T00:21:30.936138
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_15659,69215,"Negative volume (-9.41 L) — likely return/reversal. Tagged for aggregation, not dropped.",-9.4123536952341,2026-05-16T00:21:30.936155
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_15202,69342,"Negative volume (-15.60 L) — likely return/reversal. Tagged for aggregation, not dropped.",-15.59750200157845,2026-05-16T00:21:30.936197
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_14839,70790,"Negative volume (-9.26 L) — likely return/reversal. Tagged for aggregation, not dropped.",-9.260931337928326,2026-05-16T00:21:30.936215
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_11628,71174,"Negative volume (-21.53 L) — likely return/reversal. Tagged for aggregation, not dropped.",-21.53396586636263,2026-05-16T00:21:30.936231
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_03287,72430,"Negative volume (-110.14 L) — likely return/reversal. Tagged for aggregation, not dropped.",-110.14027822435392,2026-05-16T00:21:30.936247
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_13505,72650,"Negative volume (-24.47 L) — likely return/reversal. Tagged for aggregation, not dropped.",-24.468238229047063,2026-05-16T00:21:30.936264
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07819,72917,"Negative volume (-26.93 L) — likely return/reversal. Tagged for aggregation, not dropped.",-26.925879929680494,2026-05-16T00:21:30.936279
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06030,73168,"Negative volume (-536.07 L) — likely return/reversal. Tagged for aggregation, not dropped.",-536.071575097033,2026-05-16T00:21:30.936295
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_17587,74217,"Negative volume (-6.23 L) — likely return/reversal. Tagged for aggregation, not dropped.",-6.229612179296666,2026-05-16T00:21:30.936311
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16992,74336,"Negative volume (-3.27 L) — likely return/reversal. Tagged for aggregation, not dropped.",-3.2735875695168084,2026-05-16T00:21:30.936327
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_01412,75206,"Negative volume (-9.17 L) — likely return/reversal. Tagged for aggregation, not dropped.",-9.173450435981165,2026-05-16T00:21:30.936343
