Outlet_ID,Trade_Spend_Allocation
OUT_00112,0.0
OUT_00113,0.0
OUT_00114,0.0
OUT_00115,0.0
OUT_00116,0.0
OUT_00117,13.06
OUT_00118,0.0
OUT_00119,0.0
OUT_00120,6332.73
OUT_00121,5658.96
OUT_00122,0.0
OUT_00123,0.0
OUT_00124,0.0
OUT_00125,4505.44
OUT_00126,0.0
OUT_00127,0.0
OUT_00128,1535.9
OUT_00129,0.0
OUT_00130,0.0
OUT_00131,0.0
OUT_00132,0.0
OUT_00133,0.0
OUT_00134,5514.87
OUT_00135,0.0
OUT_00136,0.0
OUT_00137,5855.87
OUT_00138,0.36
OUT_00139,0.0
OUT_00140,0.0
OUT_00141,4697.13
OUT_00142,2780.1
OUT_00143,0.0
OUT_00144,0.0
OUT_00145,0.0
OUT_00146,386.73
OUT_00147,0.0
OUT_00148,4773.14
OUT_00149,2786.84
OUT_00150,0.0
OUT_00151,0.0
OUT_00152,0.0
OUT_00153,6486.19
OUT_00154,0.0
OUT_00155,2660.11
OUT_00156,5746.99
OUT_00157,0.0
OUT_00158,0.0
OUT_00159,5487.04
OUT_00160,0.0
OUT_00161,5511.51
OUT_00162,0.0
OUT_00163,4489.66
OUT_00164,0.0
OUT_00165,0.0
OUT_00166,0.0
OUT_00167,0.0
OUT_00168,0.0
OUT_00169,0.0
OUT_00170,0.0
OUT_00171,5244.06
OUT_00172,0.0
OUT_00173,5558.55
OUT_00174,3496.85
OUT_00175,0.0
OUT_00176,2639.88
OUT_00177,0.0
OUT_00178,0.0
OUT_00179,2135.17
OUT_00180,0.0
OUT_00181,0.0
OUT_00182,1008.55
OUT_00183,0.0
OUT_00184,0.0
OUT_00185,0.0
OUT_00186,0.0
OUT_00187,3291.61
OUT_00188,0.0
OUT_00189,3491.09
OUT_00190,0.0
OUT_00191,5950.16
OUT_00192,3446.15
OUT_00193,0.0
OUT_00194,3999.66
OUT_00195,0.0
OUT_00196,1673.53
OUT_00197,0.0
OUT_00198,0.0
OUT_00199,5174.37
OUT_00200,0.0
OUT_00201,0.0
OUT_00202,0.0
OUT_00203,1660.43
OUT_00204,5892.24
OUT_00205,0.0
OUT_00206,6448.6
OUT_00207,0.0
OUT_00208,1471.65
OUT_00209,4698.05
OUT_00210,0.0
OUT_00211,0.0
OUT_00212,911.74
OUT_00213,6128.32
OUT_00214,0.0
OUT_00215,0.0
OUT_00216,0.0
OUT_00217,0.0
OUT_00218,2707.35
OUT_00219,2417.82
OUT_00220,701.29
OUT_00221,6031.55
OUT_00222,0.0
OUT_00223,0.0
OUT_00224,0.0
OUT_00225,0.0
OUT_00226,0.0
OUT_00227,5624.96
OUT_00228,0.0
OUT_00229,0.0
OUT_00230,0.0
OUT_00231,0.0
OUT_00232,0.0
OUT_00233,5885.84
OUT_00234,0.0
OUT_00235,526.82
OUT_00236,0.0
OUT_00237,0.0
OUT_00238,0.0
OUT_00239,0.0
OUT_00240,0.0
OUT_00241,0.0
OUT_00242,0.0
OUT_00243,4694.13
OUT_00244,4849.75
OUT_00245,3104.83
OUT_00246,0.0
OUT_00247,313.72
OUT_00248,0.0
OUT_00249,5636.77
OUT_00250,336.68
OUT_00251,0.0
OUT_00252,6001.37
OUT_00253,0.0
OUT_00254,271.74
OUT_00255,0.0
OUT_00256,0.0
OUT_00257,0.0
OUT_00258,0.0
OUT_00259,4572.06
OUT_00260,0.0
OUT_00261,82.0
OUT_00262,0.0
OUT_00263,6192.5
OUT_00264,4771.85
OUT_00265,1477.85
OUT_00266,0.0
OUT_00267,535.19
OUT_00268,0.0
OUT_00269,0.0
OUT_00270,0.0
OUT_00271,0.0
OUT_00272,0.0
OUT_00273,0.0
OUT_00274,0.0
OUT_00275,0.0
OUT_00276,0.0
OUT_00277,0.0
OUT_00278,2964.05
OUT_00279,6133.87
OUT_00280,0.0
OUT_00281,2554.77
OUT_00282,0.0
OUT_00283,0.0
OUT_00284,0.0
OUT_00285,174.96
OUT_00286,0.0
OUT_00287,533.55
OUT_00288,0.0
OUT_00289,0.0
OUT_00290,0.0
OUT_00291,2356.21
OUT_00292,5012.33
OUT_00293,0.0
OUT_00294,0.0
OUT_00295,204.54
OUT_00296,0.0
OUT_00297,0.0
OUT_00298,0.0
OUT_00299,0.0
OUT_00300,0.0
OUT_00301,0.0
OUT_00302,0.0
OUT_00303,1719.79
OUT_00304,218.87
OUT_00305,3640.1
OUT_00306,0.0
OUT_00307,0.0
OUT_00308,4105.69
OUT_00309,1486.36
OUT_00310,0.0
OUT_00311,2633.67
OUT_00312,5395.0
OUT_00313,0.0
OUT_00314,5361.01
OUT_00315,0.0
OUT_00316,2858.69
OUT_00317,0.0
OUT_00318,0.0
OUT_00319,0.0
OUT_00320,1785.6
OUT_00321,0.0
OUT_00322,0.0
OUT_00323,765.53
OUT_00324,0.0
OUT_00325,3348.42
OUT_00326,0.0
OUT_00327,5788.32
OUT_00328,0.0
OUT_00329,0.0
OUT_00330,0.0
OUT_00331,0.0
OUT_00332,2540.86
OUT_00333,1037.07
OUT_00334,0.0
OUT_00335,0.0
OUT_00336,0.0
OUT_00337,0.0
OUT_00338,254.57
OUT_00339,5394.57
OUT_00340,0.0
OUT_00341,6321.55
OUT_00342,0.0
OUT_00343,715.24
OUT_00344,0.0
OUT_00345,0.0
OUT_00346,0.0
OUT_00347,165.3
OUT_00348,0.0
OUT_00349,0.0
OUT_00350,6327.48
OUT_00351,0.0
OUT_00352,0.0
OUT_00353,0.0
OUT_00354,0.0
OUT_00355,0.0
OUT_00356,0.0
OUT_00357,3311.42
OUT_00358,0.0
OUT_00359,0.0
OUT_00360,0.0
OUT_00361,0.0
OUT_00362,0.0
OUT_00363,0.0
OUT_00364,0.0
OUT_00365,0.0
OUT_00366,0.0
OUT_00367,972.7
OUT_00368,0.0
OUT_00369,4811.28
OUT_00370,2130.44
OUT_00371,0.0
OUT_00372,0.0
OUT_00373,0.0
OUT_00374,0.0
OUT_00375,5346.06
OUT_00376,0.0
OUT_00377,5327.7
OUT_00378,0.0
OUT_00379,5516.61
OUT_00380,0.0
OUT_00381,0.0
OUT_00382,0.0
OUT_00383,0.0
OUT_00384,0.0
OUT_00385,1996.0
OUT_00386,6298.24
OUT_00387,5626.22
OUT_00388,0.0
OUT_00389,1238.92
OUT_00390,0.0
OUT_00391,5374.27
OUT_00392,0.0
OUT_00393,3130.75
OUT_00394,5176.71
OUT_00395,0.0
OUT_00396,0.0
OUT_00397,0.0
OUT_00398,0.0
OUT_00399,0.0
OUT_00400,0.0
OUT_00401,0.0
OUT_00402,0.0
OUT_00403,0.0
OUT_00404,0.0
OUT_00405,0.0
OUT_00406,0.0
OUT_00407,0.0
OUT_00408,0.0
OUT_00409,0.0
OUT_00410,0.0
OUT_00411,0.0
OUT_00412,0.0
OUT_00413,6485.22
OUT_00414,0.0
OUT_00415,0.0
OUT_00416,0.0
OUT_00417,482.58
OUT_00418,0.0
OUT_00419,0.0
OUT_00420,0.0
OUT_00421,0.0
OUT_00422,0.0
OUT_00423,5792.0
OUT_00424,0.0
OUT_00425,0.0
OUT_00426,0.0
OUT_00427,0.0
OUT_00428,0.0
OUT_00429,0.0
OUT_00430,0.0
OUT_00431,0.0
OUT_00432,1308.87
OUT_00433,0.0
OUT_00434,1441.32
OUT_00435,0.0
OUT_00436,0.0
OUT_00437,0.0
OUT_00438,0.0
OUT_00439,0.0
OUT_00440,0.0
OUT_00441,0.0
OUT_00442,0.0
OUT_00443,0.0
OUT_00444,0.0
OUT_00445,323.84
OUT_00446,0.0
OUT_00447,0.0
OUT_00448,0.0
OUT_00449,1258.52
OUT_00450,5753.1
OUT_00451,0.0
OUT_00452,0.0
OUT_00453,0.0
OUT_00454,0.0
OUT_00455,0.0
OUT_00456,0.0
OUT_00457,6106.44
OUT_00458,0.0
OUT_00459,0.0
OUT_00460,0.0
OUT_00461,0.0
OUT_00462,0.0
OUT_00463,370.63
OUT_00464,0.0
OUT_00465,0.0
OUT_00466,3585.46
OUT_00467,0.0
OUT_00468,5934.62
OUT_00469,0.0
OUT_00470,0.0
OUT_00471,0.0
OUT_00472,0.0
OUT_00473,0.0
OUT_00474,0.0
OUT_00475,0.0
OUT_00476,0.0
OUT_00477,0.0
OUT_00478,0.0
OUT_00479,0.0
OUT_00480,0.0
OUT_00481,0.0
OUT_00482,0.0
OUT_00483,0.0
OUT_00484,0.0
OUT_00485,0.0
OUT_00486,0.0
OUT_00487,0.0
OUT_00488,0.0
OUT_00489,0.0
OUT_00490,0.0
OUT_00491,0.0
OUT_00492,1351.76
OUT_00493,3474.7
OUT_00494,0.0
OUT_00495,0.0
OUT_00496,0.0
OUT_00497,0.0
OUT_00498,0.0
OUT_00499,0.0
OUT_00500,0.0
OUT_00501,0.0
OUT_00502,0.0
OUT_00503,0.0
OUT_00504,0.0
OUT_00505,0.0
OUT_00506,0.0
OUT_00507,899.06
OUT_00508,0.0
OUT_00509,9206.22
OUT_00510,0.0
OUT_00511,0.0
OUT_00512,0.0
OUT_00513,0.0
OUT_00514,0.0
OUT_00515,0.0
OUT_00516,0.0
OUT_00517,0.0
OUT_00518,0.0
OUT_00519,0.0
OUT_00520,0.0
OUT_00521,0.0
OUT_00522,0.0
OUT_00523,0.0
OUT_00524,0.0
OUT_00525,6207.66
OUT_00526,0.0
OUT_00527,8477.86
OUT_00528,0.0
OUT_00529,0.0
OUT_00530,0.0
OUT_00531,0.0
OUT_00532,0.0
OUT_00533,0.0
OUT_00534,5349.75
OUT_00535,0.0
OUT_00536,0.0
OUT_00537,0.0
OUT_00538,0.0
OUT_00539,0.0
OUT_00540,0.0
OUT_00541,6297.24
OUT_00542,0.0
OUT_00543,0.0
OUT_00544,0.0
OUT_00545,0.0
OUT_00546,0.0
OUT_00547,0.0
OUT_00548,0.0
OUT_00549,0.0
OUT_00550,0.0
OUT_00551,1106.63
OUT_00552,0.0
OUT_00553,0.0
OUT_00554,0.0
OUT_00555,0.0
OUT_00556,0.0
OUT_00557,0.0
OUT_00558,0.0
OUT_00559,0.0
OUT_00560,0.0
OUT_00561,0.0
OUT_00562,0.0
OUT_00563,0.0
OUT_00564,0.0
OUT_00565,0.0
OUT_00566,0.0
OUT_00567,1286.03
OUT_00568,1251.7
OUT_00569,0.0
OUT_00570,5807.1
OUT_00571,0.0
OUT_00572,0.0
OUT_00573,4038.63
OUT_00574,0.0
OUT_00575,0.0
OUT_00576,0.0
OUT_00577,865.67
OUT_00578,0.0
OUT_00579,0.0
OUT_00580,0.0
OUT_00581,3551.35
OUT_00582,0.0
OUT_00583,0.0
OUT_00584,0.0
OUT_00585,0.0
OUT_00586,0.0
OUT_00587,0.0
OUT_00588,0.0
OUT_00589,1392.39
OUT_00590,0.0
OUT_00591,308.21
OUT_00592,0.0
OUT_00593,0.0
OUT_00594,0.0
OUT_00595,0.0
OUT_00596,0.0
OUT_00597,0.0
OUT_00598,0.0
OUT_00599,0.0
OUT_00600,6404.11
OUT_00601,4611.19
OUT_00602,0.0
OUT_00603,519.66
OUT_00604,0.0
OUT_00605,0.0
OUT_00606,0.0
OUT_00607,5392.27
OUT_00608,0.0
OUT_00609,0.0
OUT_00610,0.0
OUT_00611,0.0
OUT_00612,0.0
OUT_00613,0.0
OUT_00614,2104.13
OUT_00615,0.0
OUT_00616,0.0
OUT_00617,0.0
OUT_00618,0.0
OUT_00619,2016.99
OUT_00620,0.0
OUT_00621,0.0
OUT_00622,0.0
OUT_00623,0.0
OUT_00624,0.0
OUT_00625,0.0
OUT_00626,3251.2
OUT_00627,0.0
OUT_00628,0.0
OUT_00629,0.0
OUT_00630,0.0
OUT_00631,0.0
OUT_00632,0.0
OUT_00633,5387.5
OUT_00634,0.0
OUT_00635,0.0
OUT_00636,0.0
OUT_00637,0.0
OUT_00638,3827.69
OUT_00639,772.41
OUT_00640,0.0
OUT_00641,0.0
OUT_00642,0.0
OUT_00643,0.0
OUT_00644,2910.25
OUT_00645,0.0
OUT_00646,0.0
OUT_00647,0.0
OUT_00648,0.0
OUT_00649,693.22
OUT_00650,0.0
OUT_00651,0.0
OUT_00652,0.0
OUT_00653,0.0
OUT_00654,0.0
OUT_00655,0.0
OUT_00656,0.0
OUT_00657,0.0
OUT_00658,7970.4
OUT_00659,0.0
OUT_00660,501.07
OUT_00661,0.0
OUT_00662,0.0
OUT_00663,0.0
OUT_00664,0.0
OUT_00665,0.0
OUT_00666,5689.96
OUT_00667,0.0
OUT_00668,0.0
OUT_00669,0.0
OUT_00670,0.0
OUT_00671,0.0
OUT_00672,0.0
OUT_00673,0.0
OUT_00674,304.75
OUT_00675,0.0
OUT_00676,0.0
OUT_00677,0.0
OUT_00678,0.0
OUT_00679,0.0
OUT_00680,0.0
OUT_00681,0.0
OUT_00682,0.0
OUT_00683,0.0
OUT_00684,2012.22
OUT_00685,0.0
OUT_00686,1221.25
OUT_00687,218.28
OUT_00688,0.0
OUT_00689,1464.37
OUT_00690,0.0
OUT_00691,2558.72
OUT_00692,0.0
OUT_00693,3150.68
OUT_00694,444.17
OUT_00695,0.0
OUT_00696,0.0
OUT_00697,0.0
OUT_00698,6060.08
OUT_00699,0.0
OUT_00700,0.0
OUT_00701,0.0
OUT_00702,0.0
OUT_00703,0.0
OUT_00704,0.0
OUT_00705,0.0
OUT_00706,0.0
OUT_00707,0.0
OUT_00708,0.0
OUT_00709,0.0
OUT_00710,0.0
OUT_00711,0.0
OUT_00712,6187.93
OUT_00713,0.0
OUT_00714,0.0
OUT_00715,9195.39
OUT_00716,0.0
OUT_00717,6175.48
OUT_00718,0.0
OUT_00719,0.0
OUT_00720,0.0
OUT_00721,0.0
OUT_00722,0.0
OUT_00723,0.0
OUT_00724,0.0
OUT_00725,0.0
OUT_00726,2869.06
OUT_00727,8974.39
OUT_00728,0.0
OUT_00729,0.0
OUT_00730,0.0
OUT_00731,1491.41
OUT_00732,0.0
OUT_00733,0.0
OUT_00734,0.0
OUT_00735,0.0
OUT_00736,6372.05
OUT_00737,0.0
OUT_00738,0.0
OUT_00739,0.0
OUT_00740,0.0
OUT_00741,0.0
OUT_00742,1560.58
OUT_00743,0.0
OUT_00744,0.0
OUT_00745,0.0
OUT_00746,0.0
OUT_00747,0.0
OUT_00748,0.0
OUT_00749,0.0
OUT_00750,0.0
OUT_00751,0.0
OUT_00752,0.0
OUT_00753,4726.43
OUT_00754,0.0
OUT_00755,6383.88
OUT_00756,0.0
OUT_00757,0.0
OUT_00758,0.0
OUT_00759,0.0
OUT_00760,0.0
OUT_00761,0.0
OUT_00762,0.0
OUT_00763,0.0
OUT_00764,3109.28
OUT_00765,0.0
OUT_00766,0.0
OUT_00767,0.0
OUT_00768,0.0
OUT_00769,0.0
OUT_00770,0.0
OUT_00771,0.0
OUT_00772,0.0
OUT_00773,4850.8
OUT_00774,0.0
OUT_00775,0.0
OUT_00776,0.0
OUT_00777,0.0
OUT_00778,0.0
OUT_00779,0.0
OUT_00780,0.0
OUT_00781,0.0
OUT_00782,0.0
OUT_00783,0.0
OUT_00784,0.0
OUT_00785,0.0
OUT_00786,0.0
OUT_00787,0.0
OUT_00788,0.0
OUT_00789,6169.71
OUT_00790,0.0
OUT_00791,788.67
OUT_00792,1416.99
OUT_00793,0.0
OUT_00794,0.0
OUT_00795,0.0
OUT_00796,0.0
OUT_00797,0.0
OUT_00798,0.0
OUT_00799,454.68
OUT_00800,6047.22
OUT_00801,0.0
OUT_00802,0.0
OUT_00803,0.0
OUT_00804,0.0
OUT_00805,0.0
OUT_00806,0.0
OUT_00807,0.0
OUT_00808,0.0
OUT_00809,0.0
OUT_00810,0.0
OUT_00811,0.0
OUT_00812,0.0
OUT_00813,0.0
OUT_00814,0.0
OUT_00815,2619.08
OUT_00816,0.0
OUT_00817,0.0
OUT_00818,0.0
OUT_00819,0.0
OUT_00820,0.0
OUT_00821,0.0
OUT_00822,0.0
OUT_00823,122.2
OUT_00824,0.0
OUT_00825,0.0
OUT_00826,0.0
OUT_00827,0.0
OUT_00828,0.0
OUT_00829,0.0
OUT_00830,0.0
OUT_00831,0.0
OUT_00832,0.0
OUT_00833,0.0
OUT_00834,0.0
OUT_00835,0.0
OUT_00836,0.0
OUT_00837,6305.38
OUT_00838,0.0
OUT_00839,0.0
OUT_00840,0.0
OUT_00841,0.0
OUT_00842,0.0
OUT_00843,0.0
OUT_00844,0.0
OUT_00845,0.0
OUT_00846,0.0
OUT_00847,0.0
OUT_00848,0.0
OUT_00849,0.0
OUT_00850,0.0
OUT_00851,0.0
OUT_00852,0.0
OUT_00853,445.19
OUT_00854,0.0
OUT_00855,0.0
OUT_00856,3672.56
OUT_00857,2249.15
OUT_00858,0.0
OUT_00859,0.0
OUT_00860,0.0
OUT_00861,0.0
OUT_00862,0.0
OUT_00863,0.0
OUT_00864,0.0
OUT_00865,0.0
OUT_00866,0.0
OUT_00867,0.0
OUT_00868,0.0
OUT_00869,0.0
OUT_00870,0.0
OUT_00871,41.6
OUT_00872,0.0
OUT_00873,5860.92
OUT_00874,0.0
OUT_00875,0.0
OUT_00876,0.0
OUT_00877,1086.09
OUT_00878,0.0
OUT_00879,0.0
OUT_00880,0.0
OUT_00881,0.0
OUT_00882,0.0
OUT_00883,0.0
OUT_00884,0.0
OUT_00885,0.0
OUT_00886,0.0
OUT_00887,0.0
OUT_00888,0.0
OUT_00889,3536.83
OUT_00890,0.0
OUT_00891,6462.38
OUT_00892,0.0
OUT_00893,0.0
OUT_00894,0.0
OUT_00895,0.0
OUT_00896,0.0
OUT_00897,3686.94
OUT_00898,0.0
OUT_00899,0.0
OUT_00900,0.0
OUT_00901,0.0
OUT_00902,0.0
OUT_00903,0.0
OUT_00904,0.0
OUT_00905,0.0
OUT_00906,6150.42
OUT_00907,0.0
OUT_00908,0.0
OUT_00909,0.0
OUT_00910,0.0
OUT_00911,0.0
OUT_00912,440.89
OUT_00913,0.0
OUT_00914,0.0
OUT_00915,0.0
OUT_00916,0.0
OUT_00917,0.0
OUT_00918,25.13
OUT_00919,0.0
OUT_00920,0.0
OUT_00921,0.0
OUT_00922,0.0
OUT_00923,5438.1
OUT_00924,0.0
OUT_00925,0.0
OUT_00926,0.0
OUT_00927,0.0
OUT_00928,0.0
OUT_00929,0.0
OUT_00930,0.0
OUT_00931,0.0
OUT_00932,0.0
OUT_00933,0.0
OUT_00934,3496.81
OUT_00935,0.0
OUT_00936,0.0
OUT_00937,1525.68
OUT_00938,0.0
OUT_00939,0.0
OUT_00940,0.0
OUT_00941,0.0
OUT_00942,0.0
OUT_00943,6772.56
OUT_00944,0.0
OUT_00945,0.0
OUT_00946,0.0
OUT_00947,0.0
OUT_00948,0.0
OUT_00949,0.0
OUT_00950,0.0
OUT_00951,0.0
OUT_00952,1347.69
OUT_00953,0.0
OUT_00954,948.29
OUT_00955,0.0
OUT_00956,0.0
OUT_00957,0.0
OUT_00958,0.0
OUT_00959,0.0
OUT_00960,6617.13
OUT_00961,0.0
OUT_00962,0.0
OUT_00963,0.0
OUT_00964,0.0
OUT_00965,1435.23
OUT_00966,0.0
OUT_00967,0.0
OUT_00968,0.0
OUT_00969,0.0
OUT_00970,0.0
OUT_00971,0.0
OUT_00972,0.0
OUT_00973,1368.88
OUT_00974,0.0
OUT_00975,0.0
OUT_00976,0.0
OUT_00977,0.0
OUT_00978,0.0
OUT_00979,0.0
OUT_00980,0.0
OUT_00981,0.0
OUT_00982,0.0
OUT_00983,0.0
OUT_00984,0.0
OUT_00985,0.0
OUT_00986,6377.93
OUT_00987,0.0
OUT_00988,0.0
OUT_00989,0.0
OUT_00990,6241.04
OUT_00991,0.0
OUT_00992,0.0
OUT_00993,0.0
OUT_00994,0.0
OUT_00995,0.0
OUT_00996,1266.45
OUT_00997,0.0
OUT_00998,0.0
OUT_00999,0.0
OUT_01000,0.0
OUT_01001,0.0
OUT_01002,0.0
OUT_01003,0.0
OUT_01004,0.0
OUT_01005,0.0
OUT_01006,3350.57
OUT_01007,0.0
OUT_01008,0.0
OUT_01009,0.0
OUT_01010,0.0
OUT_01011,0.0
OUT_01012,8416.41
OUT_01013,0.0
OUT_01014,0.0
OUT_01015,0.0
OUT_01016,0.0
OUT_01017,0.0
OUT_01018,5851.64
OUT_01019,0.0
OUT_01020,0.0
OUT_01021,0.0
OUT_01022,0.0
OUT_01023,0.0
OUT_01024,0.0
OUT_01025,0.0
OUT_01026,0.0
OUT_01027,0.0
OUT_01028,0.0
OUT_01029,0.0
OUT_01030,0.0
OUT_01031,0.0
OUT_01032,1011.87
OUT_01033,0.0
OUT_01034,0.0
OUT_01035,0.0
OUT_01036,5735.49
OUT_01037,0.0
OUT_01038,0.0
OUT_01039,7322.34
OUT_01040,0.0
OUT_01041,0.0
OUT_01042,0.0
OUT_01043,0.0
OUT_01044,0.0
OUT_01045,0.0
OUT_01046,0.0
OUT_01047,0.0
OUT_01048,0.0
OUT_01049,0.0
OUT_01050,0.0
OUT_01051,0.0
OUT_01052,0.0
OUT_01053,0.0
OUT_01054,0.0
OUT_01055,0.0
OUT_01056,0.0
OUT_01057,0.0
OUT_01058,0.0
OUT_01059,0.0
OUT_01060,0.0
OUT_01061,0.0
OUT_01062,0.0
OUT_01063,0.0
OUT_01064,0.0
OUT_01065,0.0
OUT_01066,0.0
OUT_01067,0.0
OUT_01068,0.0
OUT_01069,0.0
OUT_01070,0.0
OUT_01071,0.0
OUT_01072,0.0
OUT_01073,6174.78
OUT_01074,0.0
OUT_01075,0.0
OUT_01076,3535.0
OUT_01077,0.0
OUT_01078,0.0
OUT_01079,5145.64
OUT_01080,0.0
OUT_01081,0.0
OUT_01082,0.0
OUT_01083,0.0
OUT_01084,0.0
OUT_01085,917.45
OUT_01086,0.0
OUT_01087,0.0
OUT_01088,0.0
OUT_01089,0.0
OUT_01090,6004.48
OUT_01091,0.0
OUT_01092,0.0
OUT_01093,0.0
OUT_01094,0.0
OUT_01095,0.0
OUT_01096,0.0
OUT_01097,9235.06
OUT_01098,0.0
OUT_01099,0.0
OUT_01100,1819.0
OUT_01101,0.0
OUT_01102,3369.54
OUT_01103,0.0
OUT_01104,0.0
OUT_01105,0.0
OUT_01106,0.0
OUT_01107,6067.6
OUT_01108,0.0
OUT_01109,0.0
OUT_01110,0.0
OUT_01111,0.0
OUT_01112,0.0
OUT_01113,0.0
OUT_01114,0.0
OUT_01115,0.0
OUT_01116,9155.66
OUT_01117,0.0
OUT_01118,0.0
OUT_01119,0.0
OUT_01120,0.0
OUT_01121,0.0
OUT_01122,0.0
OUT_01123,0.0
OUT_01124,0.0
OUT_01125,0.0
OUT_01126,0.0
OUT_01127,0.0
OUT_01128,0.0
OUT_01129,0.0
OUT_01130,5863.48
OUT_01131,0.0
OUT_01132,0.0
OUT_01133,0.0
OUT_01134,0.0
OUT_01135,6281.3
OUT_01136,0.0
OUT_01137,0.0
OUT_01138,0.0
OUT_01139,0.0
OUT_01140,0.0
OUT_01141,0.0
OUT_01142,0.0
OUT_01143,0.0
OUT_01144,0.0
OUT_01145,1595.65
OUT_01146,2144.94
OUT_01147,0.0
OUT_01148,0.0
OUT_01149,0.0
OUT_01150,0.0
OUT_01151,0.0
OUT_01152,0.0
OUT_01153,4712.04
OUT_01154,0.0
OUT_01155,0.0
OUT_01156,0.0
OUT_01157,0.0
OUT_01158,0.0
OUT_01159,0.0
OUT_01160,0.0
OUT_01161,0.0
OUT_01162,0.0
OUT_01163,0.0
OUT_01164,0.0
OUT_01165,0.0
OUT_01166,0.0
OUT_01167,0.0
OUT_01168,0.0
OUT_01169,0.0
OUT_01170,0.0
OUT_01171,0.0
OUT_01172,0.0
OUT_01173,0.0
OUT_01174,0.0
OUT_01175,0.0
OUT_01176,0.0
OUT_01177,0.0
OUT_01178,6223.31
OUT_01179,0.0
OUT_01180,0.0
OUT_01181,0.0
OUT_01182,0.0
OUT_01183,0.0
OUT_01184,0.0
OUT_01185,0.0
OUT_01186,0.0
OUT_01187,0.0
OUT_01188,0.0
OUT_01189,0.0
OUT_01190,0.0
OUT_01191,0.0
OUT_01192,0.0
OUT_01193,0.0
OUT_01194,0.0
OUT_01195,0.0
OUT_01196,0.0
OUT_01197,0.0
OUT_01198,0.0
OUT_01199,0.0
OUT_01200,0.0
OUT_01201,0.0
OUT_01202,0.0
OUT_01203,5815.19
OUT_01204,0.0
OUT_01205,0.0
OUT_01206,0.0
OUT_01207,1791.52
OUT_01208,0.0
OUT_01209,0.0
OUT_01210,3577.68
OUT_01211,0.0
OUT_01212,1643.47
OUT_01213,0.0
OUT_01214,6126.83
OUT_01215,6362.32
OUT_01216,0.0
OUT_01217,5259.75
OUT_01218,3659.47
OUT_01219,0.0
OUT_01220,0.0
OUT_01221,0.0
OUT_01222,0.0
OUT_01223,0.0
OUT_01224,0.0
OUT_01225,0.0
OUT_01226,0.0
OUT_01227,0.0
OUT_01228,0.0
OUT_01229,0.0
OUT_01230,0.0
OUT_01231,0.0
OUT_01232,0.0
OUT_01233,0.0
OUT_01234,0.0
OUT_01235,0.0
OUT_01236,498.78
OUT_01237,0.0
OUT_01238,9318.71
OUT_01239,6138.25
OUT_01240,0.0
OUT_01241,875.13
OUT_01242,0.0
OUT_01243,0.0
OUT_01244,0.0
OUT_01245,0.0
